Loja,Data,Ano,NF,Produto,Unidades
A,26/10/2021,2021,A0665,P101,7
A,27/10/2021,2021,A0666,P102,10
A,28/10/2021,2021,A0667,P104,1
A,29/10/2021,2021,A0668,P103,9
A,30/10/2021,2021,A0669,P100,8
A,31/10/2021,2021,A0670,P103,8
A,01/11/2021,2021,A0671,P101,2
A,02/11/2021,2021,A0672,P107,3
A,03/11/2021,2021,A0673,P100,2
A,04/11/2021,2021,A0674,P105,6
A,05/11/2021,2021,A0675,P100,6
A,06/11/2021,2021,A0676,P104,7
A,07/11/2021,2021,A0677,P107,4
A,08/11/2021,2021,A0678,P102,1
A,09/11/2021,2021,A0679,P106,9
A,10/11/2021,2021,A0680,P107,9
A,11/11/2021,2021,A0681,P107,10
A,12/11/2021,2021,A0682,P102,4
A,13/11/2021,2021,A0683,P107,2
A,14/11/2021,2021,A0684,P101,3
A,15/11/2021,2021,A0685,P105,8
A,16/11/2021,2021,A0686,P100,6
A,17/11/2021,2021,A0687,P107,1
A,18/11/2021,2021,A0688,P107,7
A,19/11/2021,2021,A0689,P107,4
A,20/11/2021,2021,A0690,P101,9
A,21/11/2021,2021,A0691,P101,9
A,22/11/2021,2021,A0692,P100,2
A,23/11/2021,2021,A0693,P100,3
A,24/11/2021,2021,A0694,P107,5
A,25/11/2021,2021,A0695,P107,7
A,26/11/2021,2021,A0696,P103,1
A,27/11/2021,2021,A0697,P103,9
A,28/11/2021,2021,A0698,P104,2
A,29/11/2021,2021,A0699,P101,6
A,30/11/2021,2021,A0700,P105,9
A,01/12/2021,2021,A0701,P100,1
A,02/12/2021,2021,A0702,P100,10
A,03/12/2021,2021,A0703,P103,5
A,04/12/2021,2021,A0704,P105,3
A,05/12/2021,2021,A0705,P104,7
A,06/12/2021,2021,A0706,P101,3
A,07/12/2021,2021,A0707,P102,6
A,08/12/2021,2021,A0708,P103,3
A,09/12/2021,2021,A0709,P101,8
A,10/12/2021,2021,A0710,P104,4
A,11/12/2021,2021,A0711,P107,10
A,12/12/2021,2021,A0712,P104,2
A,13/12/2021,2021,A0713,P102,3
A,14/12/2021,2021,A0714,P105,4
A,15/12/2021,2021,A0715,P107,9
A,16/12/2021,2021,A0716,P103,3
A,17/12/2021,2021,A0717,P104,2
A,18/12/2021,2021,A0718,P100,5
A,19/12/2021,2021,A0719,P104,9
A,20/12/2021,2021,A0720,P101,1
A,21/12/2021,2021,A0721,P101,3
A,22/12/2021,2021,A0722,P106,4
A,23/12/2021,2021,A0723,P101,5
A,24/12/2021,2021,A0724,P105,7
A,25/12/2021,2021,A0725,P106,1
A,26/12/2021,2021,A0726,P106,3
A,27/12/2021,2021,A0727,P106,9
A,28/12/2021,2021,A0728,P104,3
A,29/12/2021,2021,A0729,P107,3
A,30/12/2021,2021,A0730,P102,5
A,31/12/2021,2021,A0731,P101,1
A,01/01/2022,2022,A0732,P105,10
A,02/01/2022,2022,A0733,P105,1
A,03/01/2022,2022,A0734,P103,9
A,04/01/2022,2022,A0735,P103,5
A,05/01/2022,2022,A0736,P106,5
A,06/01/2022,2022,A0737,P104,1
A,07/01/2022,2022,A0738,P100,10
A,08/01/2022,2022,A0739,P101,10
A,09/01/2022,2022,A0740,P105,4
A,10/01/2022,2022,A0741,P107,9
A,11/01/2022,2022,A0742,P105,3
A,12/01/2022,2022,A0743,P103,2
A,13/01/2022,2022,A0744,P102,9
A,14/01/2022,2022,A0745,P105,3
A,15/01/2022,2022,A0746,P101,6
A,16/01/2022,2022,A0747,P102,7
A,17/01/2022,2022,A0748,P102,4
A,18/01/2022,2022,A0749,P106,8
A,19/01/2022,2022,A0750,P104,3
A,20/01/2022,2022,A0751,P103,7
A,21/01/2022,2022,A0752,P105,10
A,22/01/2022,2022,A0753,P103,8
A,23/01/2022,2022,A0754,P102,9
A,24/01/2022,2022,A0755,P107,10
A,25/01/2022,2022,A0756,P102,3
A,26/01/2022,2022,A0757,P105,3
A,27/01/2022,2022,A0758,P101,5
A,28/01/2022,2022,A0759,P107,9
A,29/01/2022,2022,A0760,P102,2
A,30/01/2022,2022,A0761,P101,2
A,31/01/2022,2022,A0762,P105,1
A,01/02/2022,2022,A0763,P107,2
A,02/02/2022,2022,A0764,P100,9
A,03/02/2022,2022,A0765,P102,1
A,04/02/2022,2022,A0766,P106,5
A,05/02/2022,2022,A0767,P107,8
A,06/02/2022,2022,A0768,P100,6
A,07/02/2022,2022,A0769,P103,6
A,08/02/2022,2022,A0770,P103,5
A,09/02/2022,2022,A0771,P104,10
A,10/02/2022,2022,A0772,P107,8
A,11/02/2022,2022,A0773,P102,8
A,12/02/2022,2022,A0774,P102,8
A,13/02/2022,2022,A0775,P107,5
A,14/02/2022,2022,A0776,P107,10
A,15/02/2022,2022,A0777,P101,1
A,16/02/2022,2022,A0778,P101,4
A,17/02/2022,2022,A0779,P103,5
A,18/02/2022,2022,A0780,P106,3
A,19/02/2022,2022,A0781,P107,5
A,20/02/2022,2022,A0782,P100,5
A,21/02/2022,2022,A0783,P101,7
A,22/02/2022,2022,A0784,P100,8
A,23/02/2022,2022,A0785,P102,2
A,24/02/2022,2022,A0786,P101,1
A,25/02/2022,2022,A0787,P107,8
A,26/02/2022,2022,A0788,P104,4
A,27/02/2022,2022,A0789,P105,7
A,28/02/2022,2022,A0790,P102,3
A,01/03/2022,2022,A0791,P103,6
A,02/03/2022,2022,A0792,P105,7
A,03/03/2022,2022,A0793,P100,5
A,04/03/2022,2022,A0794,P100,3
A,05/03/2022,2022,A0795,P106,4
A,06/03/2022,2022,A0796,P103,2
A,07/03/2022,2022,A0797,P101,4
A,08/03/2022,2022,A0798,P106,5
A,09/03/2022,2022,A0799,P101,10
A,10/03/2022,2022,A0800,P102,1
A,11/03/2022,2022,A0801,P101,6
A,12/03/2022,2022,A0802,P107,3
A,13/03/2022,2022,A0803,P107,3
A,14/03/2022,2022,A0804,P102,8
A,15/03/2022,2022,A0805,P105,4
A,16/03/2022,2022,A0806,P107,3
A,17/03/2022,2022,A0807,P103,9
A,18/03/2022,2022,A0808,P101,7
A,19/03/2022,2022,A0809,P102,2
A,20/03/2022,2022,A0810,P103,6
A,21/03/2022,2022,A0811,P102,5
A,22/03/2022,2022,A0812,P105,2
A,23/03/2022,2022,A0813,P102,1
A,24/03/2022,2022,A0814,P103,7
A,25/03/2022,2022,A0815,P102,4
A,26/03/2022,2022,A0816,P100,3
A,27/03/2022,2022,A0817,P100,7
A,28/03/2022,2022,A0818,P106,6
A,29/03/2022,2022,A0819,P100,8
A,30/03/2022,2022,A0820,P105,1
A,31/03/2022,2022,A0821,P107,4
A,01/04/2022,2022,A0822,P104,6
A,02/04/2022,2022,A0823,P100,7
A,03/04/2022,2022,A0824,P107,4
A,04/04/2022,2022,A0825,P103,9
A,05/04/2022,2022,A0826,P107,1
A,06/04/2022,2022,A0827,P101,4
A,07/04/2022,2022,A0828,P100,4
A,08/04/2022,2022,A0829,P104,9
A,09/04/2022,2022,A0830,P103,1
A,10/04/2022,2022,A0831,P100,4
A,11/04/2022,2022,A0832,P101,4
A,12/04/2022,2022,A0833,P100,7
A,13/04/2022,2022,A0834,P107,8
A,14/04/2022,2022,A0835,P101,8
A,15/04/2022,2022,A0836,P101,4
A,16/04/2022,2022,A0837,P106,1
A,17/04/2022,2022,A0838,P107,3
A,18/04/2022,2022,A0839,P106,3
A,19/04/2022,2022,A0840,P100,6
A,20/04/2022,2022,A0841,P103,1
A,21/04/2022,2022,A0842,P104,2
A,22/04/2022,2022,A0843,P104,4
A,23/04/2022,2022,A0844,P102,8
A,24/04/2022,2022,A0845,P107,2
A,25/04/2022,2022,A0846,P107,4
A,26/04/2022,2022,A0847,P104,2
A,27/04/2022,2022,A0848,P104,3
A,28/04/2022,2022,A0849,P103,2
A,29/04/2022,2022,A0850,P102,2
A,30/04/2022,2022,A0851,P106,3
A,01/05/2022,2022,A0852,P106,5
A,02/05/2022,2022,A0853,P105,3
A,03/05/2022,2022,A0854,P105,10
A,04/05/2022,2022,A0855,P103,7
A,05/05/2022,2022,A0856,P106,3
A,06/05/2022,2022,A0857,P102,9
A,07/05/2022,2022,A0858,P107,9
A,08/05/2022,2022,A0859,P104,6
A,09/05/2022,2022,A0860,P106,8
A,10/05/2022,2022,A0861,P107,2
A,11/05/2022,2022,A0862,P100,3
A,12/05/2022,2022,A0863,P102,8
A,13/05/2022,2022,A0864,P101,2
A,14/05/2022,2022,A0865,P103,8
A,15/05/2022,2022,A0866,P103,2
A,16/05/2022,2022,A0867,P106,2
A,17/05/2022,2022,A0868,P104,3
A,18/05/2022,2022,A0869,P105,10
A,19/05/2022,2022,A0870,P106,6
A,20/05/2022,2022,A0871,P100,3
A,21/05/2022,2022,A0872,P105,5
A,22/05/2022,2022,A0873,P103,6
A,23/05/2022,2022,A0874,P107,7
A,24/05/2022,2022,A0875,P101,1
A,25/05/2022,2022,A0876,P104,7
A,26/05/2022,2022,A0877,P100,6
A,27/05/2022,2022,A0878,P105,6
A,28/05/2022,2022,A0879,P100,3
A,29/05/2022,2022,A0880,P100,1
A,30/05/2022,2022,A0881,P106,8
A,31/05/2022,2022,A0882,P100,7
A,01/06/2022,2022,A0883,P104,7
A,02/06/2022,2022,A0884,P100,1
A,03/06/2022,2022,A0885,P103,4
A,04/06/2022,2022,A0886,P103,1
A,05/06/2022,2022,A0887,P106,4
A,06/06/2022,2022,A0888,P105,6
A,07/06/2022,2022,A0889,P107,3
A,08/06/2022,2022,A0890,P102,4
A,09/06/2022,2022,A0891,P101,5
A,10/06/2022,2022,A0892,P103,3
A,11/06/2022,2022,A0893,P102,7
A,12/06/2022,2022,A0894,P100,1
A,13/06/2022,2022,A0895,P104,6
A,14/06/2022,2022,A0896,P104,9
A,15/06/2022,2022,A0897,P105,4
A,16/06/2022,2022,A0898,P103,9
A,17/06/2022,2022,A0899,P103,10
A,18/06/2022,2022,A0900,P107,5
A,19/06/2022,2022,A0901,P100,9
A,20/06/2022,2022,A0902,P103,1
A,21/06/2022,2022,A0903,P101,1
A,22/06/2022,2022,A0904,P104,3
A,23/06/2022,2022,A0905,P100,6
A,24/06/2022,2022,A0906,P103,2
A,25/06/2022,2022,A0907,P106,9
A,26/06/2022,2022,A0908,P103,5
A,27/06/2022,2022,A0909,P102,7
A,28/06/2022,2022,A0910,P107,9
A,29/06/2022,2022,A0911,P102,8
A,30/06/2022,2022,A0912,P106,6
A,01/07/2022,2022,A0913,P104,1
A,02/07/2022,2022,A0914,P106,5
A,03/07/2022,2022,A0915,P102,7
A,04/07/2022,2022,A0916,P101,9
A,05/07/2022,2022,A0917,P106,9
A,06/07/2022,2022,A0918,P100,3
A,07/07/2022,2022,A0919,P106,4
A,08/07/2022,2022,A0920,P102,9
A,09/07/2022,2022,A0921,P101,9
A,10/07/2022,2022,A0922,P106,2
A,11/07/2022,2022,A0923,P102,9
A,12/07/2022,2022,A0924,P104,8
A,13/07/2022,2022,A0925,P100,10
A,14/07/2022,2022,A0926,P106,6
A,15/07/2022,2022,A0927,P104,7
A,16/07/2022,2022,A0928,P101,7
A,17/07/2022,2022,A0929,P104,5
A,18/07/2022,2022,A0930,P106,1
A,19/07/2022,2022,A0931,P101,9
A,20/07/2022,2022,A0932,P107,5
A,21/07/2022,2022,A0933,P105,2
A,22/07/2022,2022,A0934,P104,4
A,23/07/2022,2022,A0935,P104,5
A,24/07/2022,2022,A0936,P100,9
A,25/07/2022,2022,A0937,P106,9
A,26/07/2022,2022,A0938,P101,1
A,27/07/2022,2022,A0939,P104,5
A,28/07/2022,2022,A0940,P101,4
A,29/07/2022,2022,A0941,P101,1
A,30/07/2022,2022,A0942,P101,4
A,31/07/2022,2022,A0943,P107,5
A,01/08/2022,2022,A0944,P106,6
A,02/08/2022,2022,A0945,P106,2
A,03/08/2022,2022,A0946,P106,7
A,04/08/2022,2022,A0947,P104,5
A,05/08/2022,2022,A0948,P101,4
A,06/08/2022,2022,A0949,P107,6
A,07/08/2022,2022,A0950,P107,10
A,08/08/2022,2022,A0951,P102,7
A,09/08/2022,2022,A0952,P104,10
A,10/08/2022,2022,A0953,P104,2
B,01/01/2020,2020,B0001,P103,3
B,02/01/2020,2020,B0002,P100,1
B,03/01/2020,2020,B0003,P100,2
B,04/01/2020,2020,B0004,P106,4
B,05/01/2020,2020,B0005,P101,1
B,06/01/2020,2020,B0006,P104,7
B,07/01/2020,2020,B0007,P104,4
B,08/01/2020,2020,B0008,P103,2
B,09/01/2020,2020,B0009,P104,7
B,10/01/2020,2020,B0010,P103,9
B,11/01/2020,2020,B0011,P107,9
B,12/01/2020,2020,B0012,P101,2
B,13/01/2020,2020,B0013,P107,7
B,14/01/2020,2020,B0014,P104,3
B,15/01/2020,2020,B0015,P104,9
B,16/01/2020,2020,B0016,P102,7
B,17/01/2020,2020,B0017,P100,9
B,18/01/2020,2020,B0018,P101,3
B,19/01/2020,2020,B0019,P107,3
B,20/01/2020,2020,B0020,P107,6
B,21/01/2020,2020,B0021,P104,8
B,22/01/2020,2020,B0022,P100,2
B,23/01/2020,2020,B0023,P101,9
B,24/01/2020,2020,B0024,P107,3
B,25/01/2020,2020,B0025,P102,8
B,26/01/2020,2020,B0026,P101,9
B,27/01/2020,2020,B0027,P104,10
B,28/01/2020,2020,B0028,P102,1
B,29/01/2020,2020,B0029,P104,6
B,30/01/2020,2020,B0030,P104,7
B,31/01/2020,2020,B0031,P103,8
B,01/02/2020,2020,B0032,P105,2
B,02/02/2020,2020,B0033,P106,4
B,03/02/2020,2020,B0034,P104,7
B,04/02/2020,2020,B0035,P104,4
B,05/02/2020,2020,B0036,P107,2
B,06/02/2020,2020,B0037,P100,8
B,07/02/2020,2020,B0038,P102,5
B,08/02/2020,2020,B0039,P100,10
B,09/02/2020,2020,B0040,P103,1
B,10/02/2020,2020,B0041,P104,2
B,11/02/2020,2020,B0042,P105,4
B,12/02/2020,2020,B0043,P101,9
B,13/02/2020,2020,B0044,P104,9
B,14/02/2020,2020,B0045,P102,3
B,15/02/2020,2020,B0046,P106,3
B,16/02/2020,2020,B0047,P104,1
B,17/02/2020,2020,B0048,P105,5
B,18/02/2020,2020,B0049,P103,2
B,19/02/2020,2020,B0050,P103,5
B,20/02/2020,2020,B0051,P103,8
B,21/02/2020,2020,B0052,P102,7
B,22/02/2020,2020,B0053,P104,5
B,23/02/2020,2020,B0054,P104,7
B,24/02/2020,2020,B0055,P105,7
B,25/02/2020,2020,B0056,P101,7
B,26/02/2020,2020,B0057,P103,5
B,27/02/2020,2020,B0058,P104,4
B,28/02/2020,2020,B0059,P102,6
B,29/02/2020,2020,B0060,P106,5
B,01/03/2020,2020,B0061,P107,4
B,02/03/2020,2020,B0062,P102,5
B,03/03/2020,2020,B0063,P104,10
B,04/03/2020,2020,B0064,P105,5
B,05/03/2020,2020,B0065,P104,6
B,06/03/2020,2020,B0066,P100,2
B,07/03/2020,2020,B0067,P103,1
B,08/03/2020,2020,B0068,P105,4
B,09/03/2020,2020,B0069,P100,8
B,10/03/2020,2020,B0070,P104,9
B,11/03/2020,2020,B0071,P103,10
B,12/03/2020,2020,B0072,P106,2
B,13/03/2020,2020,B0073,P104,6
B,14/03/2020,2020,B0074,P103,9
B,15/03/2020,2020,B0075,P100,9
B,16/03/2020,2020,B0076,P107,6
B,17/03/2020,2020,B0077,P101,1
B,18/03/2020,2020,B0078,P102,3
B,19/03/2020,2020,B0079,P102,4
B,20/03/2020,2020,B0080,P105,7
B,21/03/2020,2020,B0081,P106,6
B,22/03/2020,2020,B0082,P103,9
B,23/03/2020,2020,B0083,P105,5
B,24/03/2020,2020,B0084,P101,4
B,25/03/2020,2020,B0085,P107,1
B,26/03/2020,2020,B0086,P100,4
B,27/03/2020,2020,B0087,P102,2
B,28/03/2020,2020,B0088,P104,5
B,29/03/2020,2020,B0089,P107,1
B,30/03/2020,2020,B0090,P101,8
B,31/03/2020,2020,B0091,P107,3
B,01/04/2020,2020,B0092,P101,3
B,02/04/2020,2020,B0093,P107,5
B,03/04/2020,2020,B0094,P103,5
B,04/04/2020,2020,B0095,P104,9
B,05/04/2020,2020,B0096,P106,6
B,06/04/2020,2020,B0097,P100,8
B,07/04/2020,2020,B0098,P104,1
B,08/04/2020,2020,B0099,P106,2
B,09/04/2020,2020,B0100,P107,3
B,10/04/2020,2020,B0101,P105,3
B,11/04/2020,2020,B0102,P102,7
B,12/04/2020,2020,B0103,P107,2
B,13/04/2020,2020,B0104,P102,5
B,14/04/2020,2020,B0105,P107,5
B,15/04/2020,2020,B0106,P102,5
B,16/04/2020,2020,B0107,P103,6
B,17/04/2020,2020,B0108,P107,7
B,18/04/2020,2020,B0109,P103,8
B,19/04/2020,2020,B0110,P103,3
B,20/04/2020,2020,B0111,P107,7
B,21/04/2020,2020,B0112,P103,5
B,22/04/2020,2020,B0113,P103,4
B,23/04/2020,2020,B0114,P106,7
B,24/04/2020,2020,B0115,P105,9
B,25/04/2020,2020,B0116,P103,5
B,26/04/2020,2020,B0117,P107,3
B,27/04/2020,2020,B0118,P101,2
B,28/04/2020,2020,B0119,P107,10
B,29/04/2020,2020,B0120,P101,1
B,30/04/2020,2020,B0121,P103,7
B,01/05/2020,2020,B0122,P102,4
B,02/05/2020,2020,B0123,P104,8
B,03/05/2020,2020,B0124,P103,7
B,04/05/2020,2020,B0125,P103,9
B,05/05/2020,2020,B0126,P101,1
B,06/05/2020,2020,B0127,P105,8
B,07/05/2020,2020,B0128,P106,9
B,08/05/2020,2020,B0129,P101,2
B,09/05/2020,2020,B0130,P104,6
B,10/05/2020,2020,B0131,P104,6
B,11/05/2020,2020,B0132,P104,4
B,12/05/2020,2020,B0133,P104,8
B,13/05/2020,2020,B0134,P103,7
B,14/05/2020,2020,B0135,P106,3
B,15/05/2020,2020,B0136,P107,8
B,16/05/2020,2020,B0137,P102,9
B,17/05/2020,2020,B0138,P101,10
B,18/05/2020,2020,B0139,P104,9
B,19/05/2020,2020,B0140,P106,8
B,20/05/2020,2020,B0141,P104,1
B,21/05/2020,2020,B0142,P106,2
B,22/05/2020,2020,B0143,P102,9
B,23/05/2020,2020,B0144,P107,10
B,24/05/2020,2020,B0145,P101,10
B,25/05/2020,2020,B0146,P104,8
B,26/05/2020,2020,B0147,P104,9
B,27/05/2020,2020,B0148,P107,4
B,28/05/2020,2020,B0149,P107,8
B,29/05/2020,2020,B0150,P107,4
B,30/05/2020,2020,B0151,P102,5
B,31/05/2020,2020,B0152,P100,5
B,01/06/2020,2020,B0153,P101,10
B,02/06/2020,2020,B0154,P107,7
B,03/06/2020,2020,B0155,P105,5
B,04/06/2020,2020,B0156,P104,8
B,05/06/2020,2020,B0157,P104,4
B,06/06/2020,2020,B0158,P107,6
B,07/06/2020,2020,B0159,P104,8
B,08/06/2020,2020,B0160,P107,6
B,09/06/2020,2020,B0161,P107,3
B,10/06/2020,2020,B0162,P101,7
B,11/06/2020,2020,B0163,P107,7
B,12/06/2020,2020,B0164,P106,9
B,13/06/2020,2020,B0165,P102,6
B,14/06/2020,2020,B0166,P102,6
B,15/06/2020,2020,B0167,P107,6
B,16/06/2020,2020,B0168,P102,7
B,17/06/2020,2020,B0169,P100,7
B,18/06/2020,2020,B0170,P100,10
B,19/06/2020,2020,B0171,P100,1
B,20/06/2020,2020,B0172,P101,3
B,21/06/2020,2020,B0173,P104,8
B,22/06/2020,2020,B0174,P105,6
B,23/06/2020,2020,B0175,P102,8
B,24/06/2020,2020,B0176,P103,2
B,25/06/2020,2020,B0177,P106,9
B,26/06/2020,2020,B0178,P104,7
B,27/06/2020,2020,B0179,P103,1
B,28/06/2020,2020,B0180,P107,7
B,29/06/2020,2020,B0181,P105,4
B,30/06/2020,2020,B0182,P105,9
B,01/07/2020,2020,B0183,P102,4
B,02/07/2020,2020,B0184,P101,3
B,03/07/2020,2020,B0185,P103,9
B,04/07/2020,2020,B0186,P101,9
B,05/07/2020,2020,B0187,P100,2
B,06/07/2020,2020,B0188,P100,7
B,07/07/2020,2020,B0189,P100,8
B,08/07/2020,2020,B0190,P107,6
B,09/07/2020,2020,B0191,P107,10
B,10/07/2020,2020,B0192,P103,8
B,11/07/2020,2020,B0193,P104,3
B,12/07/2020,2020,B0194,P103,9
B,13/07/2020,2020,B0195,P102,7
B,14/07/2020,2020,B0196,P101,9
B,15/07/2020,2020,B0197,P107,10
B,16/07/2020,2020,B0198,P107,5
B,17/07/2020,2020,B0199,P105,8
B,18/07/2020,2020,B0200,P106,4
B,19/07/2020,2020,B0201,P102,3
B,20/07/2020,2020,B0202,P107,6
B,21/07/2020,2020,B0203,P107,7
B,22/07/2020,2020,B0204,P105,7
B,23/07/2020,2020,B0205,P104,7
B,24/07/2020,2020,B0206,P106,5
B,25/07/2020,2020,B0207,P106,6
B,26/07/2020,2020,B0208,P107,7
B,27/07/2020,2020,B0209,P103,3
B,28/07/2020,2020,B0210,P106,7
B,29/07/2020,2020,B0211,P107,4
B,30/07/2020,2020,B0212,P102,7
B,31/07/2020,2020,B0213,P107,7
B,01/08/2020,2020,B0214,P101,8
B,02/08/2020,2020,B0215,P105,3
B,03/08/2020,2020,B0216,P105,5
B,04/08/2020,2020,B0217,P104,2
B,05/08/2020,2020,B0218,P103,8
B,06/08/2020,2020,B0219,P101,1
B,07/08/2020,2020,B0220,P107,9
B,08/08/2020,2020,B0221,P103,4
B,09/08/2020,2020,B0222,P104,4
B,10/08/2020,2020,B0223,P101,8
B,11/08/2020,2020,B0224,P104,10
B,12/08/2020,2020,B0225,P101,4
B,13/08/2020,2020,B0226,P104,4
B,14/08/2020,2020,B0227,P104,9
B,15/08/2020,2020,B0228,P102,3
B,16/08/2020,2020,B0229,P100,2
B,17/08/2020,2020,B0230,P105,4
B,18/08/2020,2020,B0231,P106,9
B,19/08/2020,2020,B0232,P107,7
B,20/08/2020,2020,B0233,P103,9
B,21/08/2020,2020,B0234,P102,9
B,22/08/2020,2020,B0235,P103,2
B,23/08/2020,2020,B0236,P104,8
B,24/08/2020,2020,B0237,P100,9
B,25/08/2020,2020,B0238,P107,1
B,26/08/2020,2020,B0239,P101,5
B,27/08/2020,2020,B0240,P107,10
B,28/08/2020,2020,B0241,P106,8
B,29/08/2020,2020,B0242,P105,4
B,30/08/2020,2020,B0243,P104,4
B,31/08/2020,2020,B0244,P104,6
B,01/09/2020,2020,B0245,P105,10
B,02/09/2020,2020,B0246,P104,7
B,03/09/2020,2020,B0247,P102,5
B,04/09/2020,2020,B0248,P107,1
B,05/09/2020,2020,B0249,P103,5
B,06/09/2020,2020,B0250,P102,9
B,07/09/2020,2020,B0251,P107,6
B,08/09/2020,2020,B0252,P100,9
B,09/09/2020,2020,B0253,P100,5
B,10/09/2020,2020,B0254,P102,8
B,11/09/2020,2020,B0255,P105,4
B,12/09/2020,2020,B0256,P106,5
B,13/09/2020,2020,B0257,P101,7
B,14/09/2020,2020,B0258,P102,7
B,15/09/2020,2020,B0259,P107,4
B,16/09/2020,2020,B0260,P105,7
B,17/09/2020,2020,B0261,P103,7
B,18/09/2020,2020,B0262,P106,6
B,19/09/2020,2020,B0263,P103,3
B,20/09/2020,2020,B0264,P107,8
B,21/09/2020,2020,B0265,P103,2
B,22/09/2020,2020,B0266,P103,10
B,23/09/2020,2020,B0267,P102,8
B,24/09/2020,2020,B0268,P103,6
B,25/09/2020,2020,B0269,P100,1
B,26/09/2020,2020,B0270,P103,1
B,27/09/2020,2020,B0271,P104,5
B,28/09/2020,2020,B0272,P100,3
B,29/09/2020,2020,B0273,P105,4
B,30/09/2020,2020,B0274,P105,7
B,01/10/2020,2020,B0275,P105,10
B,02/10/2020,2020,B0276,P102,8
B,03/10/2020,2020,B0277,P104,7
B,04/10/2020,2020,B0278,P101,4
B,05/10/2020,2020,B0279,P106,8
B,06/10/2020,2020,B0280,P101,1
B,07/10/2020,2020,B0281,P106,10
B,08/10/2020,2020,B0282,P105,4
B,09/10/2020,2020,B0283,P104,8
B,10/10/2020,2020,B0284,P105,3
B,11/10/2020,2020,B0285,P101,8
B,12/10/2020,2020,B0286,P107,2
B,13/10/2020,2020,B0287,P102,8
B,14/10/2020,2020,B0288,P107,3
B,15/10/2020,2020,B0289,P107,8
B,16/10/2020,2020,B0290,P100,6
B,17/10/2020,2020,B0291,P101,4
B,18/10/2020,2020,B0292,P103,10
B,19/10/2020,2020,B0293,P103,10
B,20/10/2020,2020,B0294,P104,10
B,21/10/2020,2020,B0295,P106,10
B,22/10/2020,2020,B0296,P104,5
B,23/10/2020,2020,B0297,P105,10
B,24/10/2020,2020,B0298,P103,4
B,25/10/2020,2020,B0299,P103,2
B,26/10/2020,2020,B0300,P103,10
B,27/10/2020,2020,B0301,P102,9
B,28/10/2020,2020,B0302,P100,5
B,29/10/2020,2020,B0303,P100,1
B,30/10/2020,2020,B0304,P106,10
B,31/10/2020,2020,B0305,P105,8
B,01/11/2020,2020,B0306,P107,8
B,02/11/2020,2020,B0307,P102,1
B,03/11/2020,2020,B0308,P106,2
B,04/11/2020,2020,B0309,P100,2
B,05/11/2020,2020,B0310,P105,6
B,06/11/2020,2020,B0311,P100,10
B,07/11/2020,2020,B0312,P101,10
B,08/11/2020,2020,B0313,P105,5
B,09/11/2020,2020,B0314,P107,8
B,10/11/2020,2020,B0315,P104,4
B,11/11/2020,2020,B0316,P104,7
B,12/11/2020,2020,B0317,P107,5
B,13/11/2020,2020,B0318,P104,6
B,14/11/2020,2020,B0319,P105,1
B,15/11/2020,2020,B0320,P101,3
B,16/11/2020,2020,B0321,P104,6
B,17/11/2020,2020,B0322,P103,6
B,18/11/2020,2020,B0323,P100,2
B,19/11/2020,2020,B0324,P102,1
B,20/11/2020,2020,B0325,P104,4
B,21/11/2020,2020,B0326,P105,5
B,22/11/2020,2020,B0327,P107,1
B,23/11/2020,2020,B0328,P102,4
B,24/11/2020,2020,B0329,P101,3
B,25/11/2020,2020,B0330,P107,3
B,26/11/2020,2020,B0331,P103,1
B,27/11/2020,2020,B0332,P104,9
B,28/11/2020,2020,B0333,P103,10
B,29/11/2020,2020,B0334,P104,3
B,30/11/2020,2020,B0335,P106,7
B,01/12/2020,2020,B0336,P107,10
B,02/12/2020,2020,B0337,P101,2
B,03/12/2020,2020,B0338,P104,3
B,04/12/2020,2020,B0339,P106,9
B,05/12/2020,2020,B0340,P106,3
B,06/12/2020,2020,B0341,P104,1
B,07/12/2020,2020,B0342,P105,8
B,08/12/2020,2020,B0343,P104,7
B,09/12/2020,2020,B0344,P104,10
B,10/12/2020,2020,B0345,P107,5
B,11/12/2020,2020,B0346,P106,10
B,12/12/2020,2020,B0347,P101,10
B,13/12/2020,2020,B0348,P102,7
B,14/12/2020,2020,B0349,P100,4
B,15/12/2020,2020,B0350,P102,3
B,16/12/2020,2020,B0351,P105,10
B,17/12/2020,2020,B0352,P100,3
B,18/12/2020,2020,B0353,P105,2
B,19/12/2020,2020,B0354,P103,6
B,20/12/2020,2020,B0355,P105,8
B,21/12/2020,2020,B0356,P104,5
B,22/12/2020,2020,B0357,P107,2
B,23/12/2020,2020,B0358,P107,9
B,24/12/2020,2020,B0359,P104,10
B,25/12/2020,2020,B0360,P104,7
B,26/12/2020,2020,B0361,P103,8
B,27/12/2020,2020,B0362,P104,4
B,28/12/2020,2020,B0363,P104,3
B,29/12/2020,2020,B0364,P105,7
B,30/12/2020,2020,B0365,P106,3
B,31/12/2020,2020,B0366,P100,8
B,01/01/2021,2021,B0367,P101,10
B,02/01/2021,2021,B0368,P107,6
B,03/01/2021,2021,B0369,P107,2
B,04/01/2021,2021,B0370,P100,7
B,05/01/2021,2021,B0371,P107,7
B,06/01/2021,2021,B0372,P103,2
B,07/01/2021,2021,B0373,P102,9
B,08/01/2021,2021,B0374,P107,8
B,09/01/2021,2021,B0375,P103,10
B,10/01/2021,2021,B0376,P106,9
